target_id,length,eff_length,est_counts,tpm
PRQ60116,2394,2117.7,1.0,1.38195
PRQ56453,1452,1175.7,40.0,99.5684
PRQ55377,1740,1463.7,5.0,9.99715
PRQ58591,1266,989.701,3.0,8.87106
PRQ57209,1437,1160.7,1.0,2.52138
PRQ59797,2085,1808.7,1.0,1.61805
PRQ59298,671,399.252,4.0,29.3205
PRQ54781,501,231.284,1.0,12.6536
PRQ54413,872,597.395,1.0,4.89888
PRQ60736,1714,1437.7,45.0,91.6014
PRQ58437,2473,2196.7,26.0,34.6386
PRQ57775,3793,3516.7,14.0,11.6507
PRQ58337,2432,2155.7,49.0,66.5221
PRQ54765,2035,1758.7,27.0,44.9294
PRQ59674,1530,1253.7,2.0,4.66868
PRQ54747,680,408.049,2.0,14.3442
PRQ54443,1526,1249.7,20.0,46.8363
PRQ59607,904,628.9,3.0,13.9604
PRQ57756,1103,826.701,12.0,42.4807
PRQ56603,3382,3105.7,4.5111,4.2509
PRQ57354,1560,1283.7,22.0,50.1553
PRQ57970,4862,4585.7,72.0,45.95
PRQ59016,3816,3539.7,1.0,0.826783
PRQ57401,2490,2213.7,8.0,10.5762
PRQ56920,4177,3900.7,4.0,3.00107
PRQ56468,2291,2014.7,15.0,21.7891
PRQ60599,771,497.968,2.0,11.754
PRQ57110,1472,1195.7,2.0,4.89515
PRQ55934,668,396.373,1.0,7.38337
PRQ59495,519,249.067,1.0,11.7501
PRQ57505,8277,8000.7,35.0,12.8026
PRQ56763,1565,1288.7,4.48664,10.1889
PRQ58385,686,414.008,6.0,42.4132
PRQ60304,4763,4486.7,1.0,0.652276
PRQ57479,324,80.6504,1.9447,70.5676
PRQ60480,995,718.701,58.0,236.177
PRQ55174,7513,7236.7,5.0,2.02203
PRQ55932,2767,2490.7,7.0,8.22498
PRQ60069,1595,1318.7,1.0,2.21928
PRQ54608,4229,3952.7,4.7354,3.50607
PRQ58085,1944,1667.7,58.0,101.781
PRQ58774,3765,3488.7,10.0,8.3887
PRQ60091,2399,2122.7,12.0,16.5444
PRQ59998,1608,1331.7,3.0,6.59285
PRQ60110,2187,1910.7,54.0,82.7103
PRQ58759,2188,1911.7,51.0,78.0744
PRQ59614,1266,989.701,7.0,20.6991
PRQ55363,4731,4454.7,1.07223,0.704411
PRQ58457,1120,843.701,9.0,31.2185
PRQ60708,723,450.537,2.0,12.9914
PRQ54863,3982,3705.7,3.0,2.36924
PRQ55709,4227,3950.7,35.0,25.927
PRQ59051,3915,3638.7,4.0,3.21716
PRQ55890,1089,812.701,2.0,7.20207
PRQ59334,788,514.816,1.0,5.68468
PRQ54841,436,169.42,2.0,34.5481
PRQ54426,2184,1907.7,19.0,29.1475
PRQ55771,2077,1800.7,19.0,30.8795
PRQ59094,1559,1282.7,7.0,15.971
PRQ60039,3696,3419.7,76.0,65.0405
PRQ55621,2466,2189.7,3.89742,5.20895
PRQ58732,1875,1598.7,6.0,10.9835
PRQ58710,1843,1566.7,1.0,1.86798
PRQ56621,1758,1481.7,35.0,69.1299
PRQ55966,627,356.014,1.0,8.22037
PRQ59486,2844,2567.7,3.0,3.41928
PRQ60719,2992,2715.7,40.0,43.1059
PRQ56771,1315,1038.7,43.0,121.154
PRQ58510,1379,1102.7,17.0,45.118
PRQ60526,1753,1476.7,2.0,3.96365
PRQ57268,1024,747.701,1.0,3.91409
PRQ57845,1588,1311.7,31.0,69.1648
PRQ56724,2347,2070.7,1.0,1.41332
PRQ59608,375,116.757,1.0,25.0655
PRQ55385,3871,3594.7,8.0,6.51307
PRQ58699,1451,1174.7,6.0,14.948
PRQ60407,4575,4298.7,11.0,7.48883
PRQ56180,976,699.842,176.0,735.989
PRQ59064,1135,858.701,1.41613,4.82636
PRQ54995,5269,4992.7,33.0,19.3436
PRQ60463,1274,997.701,7.0,20.5332
PRQ59465,6344,6067.7,429.0,206.915
PRQ60713,2555,2278.7,48.0,61.647
PRQ56398,1320,1043.7,3.0,8.41208
PRQ54448,1777,1500.7,1.0,1.95013
PRQ59137,1538,1261.7,2.0,4.63908
PRQ58723,2045,1768.7,3.0,4.96393
PRQ60546,741,468.307,9.0,56.2432
PRQ54695,2745,2468.7,2.0,2.37094
PRQ56499,5730,5453.7,40.0,21.4648
PRQ58425,1818,1541.7,62.0,117.693
PRQ56153,2465,2188.7,18.0,24.0682
PRQ56701,4950,4673.7,4.0,2.50471
PRQ59686,1314,1037.7,1.0,2.82024
PRQ60417,4143,3866.7,28.0,21.1922
PRQ57450,3528,3251.7,4.0,3.60004
PRQ56069,3018,2741.7,7.0,7.47199
PRQ59720,3467,3190.7,1.0,0.917217
PRQ57558,11218,10941.7,1.0,0.267469
PRQ60563,626,355.014,13.0,107.166
PRQ56773,1740,1463.7,15.0,29.9914
PRQ58169,1998,1721.7,8.0,13.5985
PRQ59048,1022,745.701,8.0,31.3967
PRQ58706,1315,1038.7,5.0,14.0876
PRQ59456,2989,2712.7,152.0,163.983
PRQ58500,2003,1726.7,8.0,13.5591
PRQ55548,1172,895.701,1.0,3.26735
PRQ56329,1449,1172.7,5.0,12.4779
PRQ58248,3041,2764.7,109.0,115.382
PRQ56353,1144,867.701,14.0,47.219
PRQ60012,1810,1533.7,45.0,85.8678
PRQ57056,2967,2690.7,1.0,1.08766
PRQ56269,332,85.6149,1.0,34.1829
PRQ55120,2855,2578.7,17.0,19.2933
PRQ57434,2901,2624.7,44.0,49.0604
PRQ60125,2692,2415.7,20.0,24.2295
PRQ59503,1713,1436.7,46.0,93.7022
PRQ55206,4088,3811.7,3.25635,2.50018
PRQ58517,2449,2172.7,21.0,28.2864
PRQ60184,2937,2660.7,2.0,2.19985
PRQ59237,2220,1943.7,33.0,49.687
PRQ58625,2572,2295.7,28.0,35.6945
PRQ54921,1986,1709.7,1.0,1.71174
PRQ59685,2147,1870.7,52.0,81.35
PRQ58913,1225,948.701,5.0,15.4241
PRQ60186,1510,1233.7,17.0,40.3271
PRQ57707,1393,1116.7,8.0,20.9658
PRQ59443,1396,1119.7,7.36196,19.242
PRQ54470,1803,1526.7,4.0,7.66769
PRQ55870,575,304.512,1.0,9.61068
PRQ55711,4769,4492.7,4.0,2.60562
PRQ60081,1169,892.701,121.972,399.865
PRQ55579,3498,3221.7,2.0,1.81678
PRQ59601,2078,1801.7,46.0,74.7194
PRQ55005,2946,2669.7,1.0,1.09622
PRQ56513,2634,2357.7,3.0,3.72384
PRQ58571,3371,3094.7,2.0,1.89134
PRQ59566,843,569.102,8.0,41.1395
PRQ57241,208,38.3135,1.0,76.3848
PRQ58936,1780,1503.7,6.0,11.6775
PRQ54592,382,122.399,1.0,23.9101
PRQ55973,1892,1615.7,9.0,16.302
PRQ55134,1578,1301.7,6.0,13.4896
PRQ55324,492,222.515,1.0,13.1522
PRQ55864,1667,1390.7,18.0,37.8789
PRQ56062,3228,2951.7,8.0,7.93188
PRQ59216,4366,4089.7,29.0,20.7522
PRQ59206,1071,794.701,3.0,11.0478
PRQ55549,5690,5413.7,55.0,29.7322
PRQ56476,4251,3974.7,2.0,1.4726
PRQ59668,2347,2070.7,24.0,33.9197
PRQ58338,744,471.307,2.0,12.4189
PRQ54785,1114,837.701,2.0,6.98714
PRQ54405,595,324.354,4.0,36.091
PRQ57328,1026,749.701,1.0,3.90365
PRQ57179,2643,2366.7,3.0,3.70968
PRQ56365,1109,832.701,1.0,3.51455
PRQ54614,5899,5622.7,6.12061,3.18572
PRQ59038,889,614.274,1.0,4.76427
PRQ59710,2700,2423.7,9.0,10.8673
PRQ56433,488,218.604,5.0,66.9376
PRQ59633,2121,1844.7,22.0,34.9024
PRQ59637,1738,1461.7,21.0,42.0455
PRQ56080,2421,2144.7,55.0,75.0506
PRQ55903,4930,4653.7,15.0,9.43303
PRQ60301,2339,2062.7,55.0,78.0342
PRQ55275,10076,9799.7,9.08575,2.71335
PRQ59451,1232,955.701,2.43614,7.45999
PRQ54401,1845,1568.7,11.0,20.5216
PRQ58525,288,61.006,2.0,95.9435
PRQ60140,2873,2596.7,3.0,3.3811
PRQ59888,3351,3074.7,3.0,2.85546
PRQ58306,1349,1072.7,132.0,360.125
PRQ56418,3381,3104.7,2.0,1.88525
PRQ54549,2527,2250.7,2.0,2.60058
PRQ55200,2194,1917.7,6.0,9.15648
PRQ59338,2636,2359.7,8.0,9.92182
PRQ58798,2661,2384.7,1.0,1.22723
PRQ54888,975,698.842,1.0,4.18774
PRQ54951,683,411.049,1.0,7.11975
PRQ56779,2411,2134.7,24.0,32.9028
PRQ54859,2346,2069.7,14.0,19.7961
PRQ55721,1154,877.701,1.19212,3.97494
PRQ55298,4173,3896.7,1.0,0.751037
PRQ59557,1519,1242.7,23.0,54.1651
PRQ56804,4247,3970.7,6.0,4.42224
PRQ58483,1387,1110.7,1.0,2.63488
PRQ56572,1551,1274.7,2.7075,6.21612
PRQ59243,2572,2295.7,20.0,25.4961
PRQ59689,3109,2832.7,5.0,5.16568
PRQ59444,3072,2795.7,2.0,2.09362
PRQ60539,517,247.067,46.0,544.882
PRQ60064,1250,973.701,9.0,27.0505
PRQ55865,733,460.4,4.0,25.4263
PRQ57553,1829,1552.7,10.8797,20.5063
PRQ57245,5151,4874.7,6.0,3.60215
PRQ57083,796,522.764,7.0,39.1878
PRQ59866,2284,2007.7,5.0,7.28835
PRQ60204,3217,2940.7,58.0,57.7212
PRQ58057,653,381.607,1.0,7.66905
PRQ60138,3212,2935.7,22.0,21.9315
PRQ59104,1237,960.701,5.0,15.2314
PRQ57269,1275,998.701,11.0,32.2341
PRQ58929,3458,3181.7,1.0,0.919812
PRQ60745,4132,3855.7,106.0,80.4565
PRQ60060,1299,1022.7,18.0,51.5089
PRQ59988,1332,1055.7,10.0,27.7215
PRQ59524,2299,2022.7,13.0,18.8092
PRQ56658,3715,3438.7,23.4576,19.964
PRQ58921,1158,881.701,2.0,6.63846
PRQ58931,3259,2982.7,51.0,50.0402
PRQ59496,2850,2573.7,2.0,2.27421
PRQ59267,1935,1658.7,1.0,1.76437
PRQ60667,861,586.811,2.0,9.97447
PRQ55376,3255,2978.7,17.0,16.7025
PRQ58287,2761,2484.7,1.0,1.17783
PRQ60529,2227,1950.7,3.0,4.50079
PRQ58508,384,124.066,2.0,47.1776
PRQ59897,2107,1830.7,6.0,9.59163
PRQ56759,5966,5689.7,1.0,0.514362
PRQ59873,977,700.842,56.0,233.844
PRQ60467,766,493.018,2.0,11.872
PRQ55938,1955,1678.7,56.0,97.6277
PRQ54740,1550,1273.7,21.0,48.2514
PRQ56682,5202,4925.7,6.0,3.56485
PRQ60325,1233,956.701,1.0,3.05902
PRQ54411,611,340.12,6.0,51.6271
PRQ60288,1965,1688.7,1.0,1.73303
PRQ57378,1246,969.701,40.0,120.72
PRQ60065,982,705.772,94.0,389.782
PRQ60524,3633,3356.7,3.0,2.61557
PRQ55150,1014,737.701,8.0,31.7372
PRQ59526,1852,1575.7,37.0,68.7205
PRQ60200,3153,2876.7,57.0,57.9881
PRQ54996,10951,10674.7,5.64376,1.54729
PRQ59160,1255,978.701,3.0,8.97077
PRQ58802,2219,1942.7,38.0,57.2448
PRQ56361,897,622.088,6.0,28.2266
PRQ60354,2163,1886.7,34.0,52.7393
PRQ60744,3058,2781.7,3.0,3.15623
PRQ59265,1596,1319.7,6.0,13.3056
PRQ58247,2108,1831.7,21.0,33.5524
PRQ59285,2966,2689.7,62.0,67.46
PRQ57838,1320,1043.7,1.0,2.80403
PRQ56634,1910,1633.7,3.0,5.37412
PRQ57104,7447,7170.7,17.5548,7.1646
PRQ59385,2037,1760.7,4.0,6.64864
PRQ58741,1665,1388.7,16.0,33.7186
PRQ55727,4181,3904.7,7.0,5.24649
PRQ60718,1539,1262.7,26.0,60.2603
PRQ55753,3533,3256.7,58.0,52.1205
PRQ54931,3074,2797.7,2.0,2.09212
PRQ57257,2057,1780.7,8.0,13.1479
PRQ58017,4084,3807.7,5.0,3.84296
PRQ59892,5249,4972.7,37.0,21.7755
PRQ60704,1540,1263.7,2.0,4.63174
PRQ59077,3621,3344.7,22.0,19.2497
PRQ56253,1975,1698.7,1.0,1.72283
PRQ58153,1600,1323.7,5.0,11.0545
PRQ57407,1981,1704.7,2.0,3.43352
PRQ59901,1107,830.701,5.0,17.615
PRQ59378,1967,1690.7,29.0,50.1984
PRQ59380,2590,2313.7,9.0,11.384
PRQ55409,1487,1210.7,1.0,2.41725
PRQ58701,3360,3083.7,41.0,38.9108
PRQ56390,4022,3745.7,11.0,8.59445
PRQ54826,297,65.573,1.0,44.6306
PRQ54854,1845,1568.7,10.0,18.656
PRQ58754,739,466.307,5.0,31.3802
PRQ60491,536,265.832,13.0,143.118
PRQ55931,1986,1709.7,38.0,65.0462
PRQ56493,2293,2016.7,5.0,7.25583
PRQ56111,1491,1214.7,6.0,14.4557
PRQ55785,294,64.1055,3.0,136.957
PRQ59616,1745,1468.7,7.0,13.9484
PRQ59781,2701,2424.7,1.0,1.20698
PRQ56694,575,304.512,1.0,9.61068
PRQ58430,2815,2538.7,5.0,5.76391
PRQ56197,3437,3160.7,5.0,4.62962
PRQ60482,3841,3564.7,16.0,13.1358
PRQ55293,3180,2903.7,6.9076,6.962
PRQ59887,1819,1542.7,1.0,1.89704
PRQ60504,850,575.987,17.0,86.3764
PRQ56545,1371,1094.7,2.0,5.34679
PRQ60075,1450,1173.7,27.0,67.3232
PRQ56745,10469,10192.7,5.03966,1.44701
PRQ56456,791,517.764,5.0,28.2616
PRQ59952,2055,1778.7,31.0,51.0055
PRQ54940,1795,1518.7,1.0,1.92702
PRQ59880,1255,978.701,40.0,119.61
PRQ60564,2316,2039.7,10.0,14.348
PRQ60367,5356,5079.7,9.0,5.18517
PRQ60133,1629,1352.7,3.0,6.4905
PRQ60572,2731,2454.7,58.0,69.1493
PRQ60128,1052,775.701,33.0,124.502
PRQ59735,1309,1032.7,60.0,170.034
PRQ55366,1491,1214.7,17.0,40.9579
PRQ57359,2554,2277.7,5.0,6.42439
PRQ55379,2076,1799.7,1.0,1.62614
PRQ60196,787,513.816,3.0,17.0872
PRQ59514,816,542.441,4.0,21.5807
PRQ60680,1405,1128.7,38.0,98.5288
PRQ60227,1825,1548.7,38.0,71.8083
PRQ59635,728,455.447,4.0,25.7028
PRQ60627,2933,2656.7,39.0,42.9616
PRQ55119,1165,888.701,2.0,6.58617
PRQ56707,327,82.4416,1.0,35.4987
PRQ58464,329,83.6409,1.0,34.9897
PRQ56470,4361,4084.7,12.0,8.59764
PRQ58237,1593,1316.7,5.0,11.1133
PRQ60352,1439,1162.7,1.0,2.51704
PRQ56609,15350,15073.7,1.0,0.19415
PRQ58176,1444,1167.7,7.0,17.5438
PRQ55197,991,714.701,2.0,8.18963
PRQ59214,1164,887.701,9.0,29.6711
PRQ59533,2068,1791.7,7.0,11.4338
PRQ56747,1100,823.701,4.0,14.2118
PRQ57519,1519,1242.7,1.0,2.355
PRQ59889,2694,2417.7,13.0,15.7362
PRQ59589,2034,1757.7,27.0,44.9549
PRQ54791,1029,752.701,1.0,3.88809
PRQ56053,1831,1554.7,20.0,37.648
PRQ54535,1570,1293.7,4.0,9.04866
PRQ60032,2418,2141.7,51.0,69.6899
PRQ59799,948,672.118,1.0,4.35425
PRQ56081,1014,737.701,59.0,234.062
PRQ59169,1105,828.701,91.0,321.367
PRQ55767,1245,968.701,20.0,60.4225
PRQ55811,3141,2864.7,5.0,5.10798
PRQ58572,826,552.441,13.0,68.8678
PRQ59768,624,353.05,1.0,8.28939
PRQ55527,2855,2578.7,4.0,4.5396
PRQ56063,941,665.251,20.0,87.9838
PRQ59047,826,552.441,26.0,137.736
PRQ59882,1862,1585.7,19.0,35.0664
PRQ55976,2111,1834.7,4.0,6.38048
PRQ58541,3565,3288.7,14.0,12.4584
PRQ57645,1226,949.701,71.0,218.791
PRQ59925,658,386.491,1.0,7.57214
PRQ59422,1010,733.701,29.0,115.674
PRQ55883,1670,1393.7,1.0,2.09985
PRQ58291,1644,1367.7,1.0,2.13977
PRQ56148,2120,1843.7,35.0,55.5566
PRQ58854,2274,1997.7,16.0,23.4395
PRQ58284,1627,1350.7,29.0,62.8344
PRQ59623,1028,751.701,7.0,27.2528
PRQ60738,2339,2062.7,1.0,1.4188
PRQ58177,2118,1841.7,2.0,3.17811
PRQ54666,964,687.98,1.0,4.25385
PRQ58766,1491,1214.7,11.0,26.5022
PRQ59504,2121,1844.7,19.0,30.143
PRQ60055,4501,4224.7,2.0,1.38545
PRQ57060,1794,1517.7,3.0,5.78487
PRQ58441,1724,1447.7,63.0,127.356
PRQ60338,2937,2660.7,20.0,21.9985
PRQ57986,1230,953.701,1.0,3.06864
PRQ55364,1848,1571.7,1.0,1.86204
PRQ59035,1156,879.701,73.0,242.855
PRQ58995,1270,993.701,4.0,11.7805
PRQ57398,2914,2637.7,42.0,46.5996
PRQ57965,1959,1682.7,3.0,5.21762
PRQ56799,1632,1355.7,23.0,49.6503
PRQ60634,1877,1600.7,16.0,29.2528
PRQ60584,1228,951.701,1.0,3.07509
PRQ59603,1641,1364.7,4.0,8.5779
PRQ60092,2072,1795.7,13.0,21.1869
PRQ58783,3142,2865.7,34.0,34.7221
PRQ60225,2884,2607.7,10.0,11.2228
PRQ58668,1675,1398.7,15.0,31.3852
PRQ57752,2755,2478.7,12.0,14.1682
PRQ58288,3776,3499.7,61.0,51.0102
PRQ59101,2795,2518.7,23.0,26.7245
PRQ56554,1476,1199.7,1.0,2.43941
PRQ60018,2079,1802.7,31.0,50.3265
PRQ58475,528,257.938,1.0,11.346
PRQ56289,1843,1566.7,85.0,158.778
PRQ59421,2521,2244.7,26.0,33.8979
PRQ58400,705,432.582,7.0,47.3574
PRQ60112,1991,1714.7,10.0,17.0675
PRQ60616,2060,1783.7,13.0,21.3295
PRQ56296,2721,2444.7,3.0,3.59132
PRQ55615,3295,3018.7,2.0,1.93896
PRQ60220,2558,2281.7,2.0,2.56525
PRQ58762,4276,3999.7,17.0,12.4388
PRQ56637,2959,2682.7,1.0,1.0909
PRQ60358,3450,3173.7,5.0,4.61065
PRQ55135,1932,1655.7,78.0,137.87
PRQ56005,2067,1790.7,7.0,11.4402
PRQ54919,4784,4507.7,8.0,5.1939
PRQ55161,3036,2759.7,3.0,3.1814
PRQ58600,2523,2246.7,6.0,7.81564
PRQ58778,1512,1235.7,20.0,47.3669
PRQ56826,3482,3205.7,19.0,17.3456
PRQ60537,2607,2330.7,23.0,28.8802
PRQ55604,4298,4021.7,53.0,38.5678
PRQ59331,1099,822.701,1.0,3.55727
PRQ57131,1146,869.701,1.0,3.36503
PRQ57839,2280,2003.7,4.0,5.84232
PRQ56395,1975,1698.7,9.0,15.5054
PRQ56452,3836,3559.7,16.0,13.1542
PRQ60259,1280,1003.7,1.0,2.91578
PRQ57500,2160,1883.7,17.0,26.4116
PRQ56128,1033,756.701,5.0,19.3377
PRQ58827,4127,3850.7,8.0,6.08007
PRQ58341,2024,1747.7,22.0,36.8395
PRQ60673,1809,1532.7,21.0,40.0978
PRQ57093,1047,770.701,5.0,18.9864
PRQ55180,327,82.4416,3.0,106.496
PRQ58978,2724,2447.7,54.0,64.5645
PRQ60079,1071,794.701,62.0,228.321
PRQ56467,1812,1535.7,12.0,22.8683
PRQ57916,2382,2105.7,4.0,5.55932
PRQ54861,2728,2451.7,6.0,7.16213
PRQ59553,1753,1476.7,7.0,13.8728
PRQ55746,1774,1497.7,14.0,27.3565
PRQ58403,1090,813.701,3.0,10.7898
PRQ56809,2522,2245.7,25.0,32.5797
PRQ59763,1224,947.701,11.0,33.9688
PRQ55916,2573,2296.7,2.25312,2.87103
PRQ58911,1289,1012.7,21.0,60.6871
PRQ56746,1405,1128.7,4.0,10.3715
PRQ54984,1239,962.701,3.0,9.11986
PRQ58838,1430,1153.7,124.0,314.548
PRQ60622,2649,2372.7,37.0,45.637
PRQ55617,2415,2138.7,2.61694,3.58099
PRQ60522,3411,3134.7,7.0,6.53522
PRQ54879,2007,1730.7,96.0,162.333
PRQ56534,653,381.607,0.625909,4.80013
PRQ57565,3643,3366.7,57.0,49.5483
PRQ58107,3907,3630.7,7.0,5.64243
PRQ59055,296,65.1262,0.954394,42.8874
PRQ58032,1187,910.701,1.0,3.21353
PRQ59100,886,611.274,18.0,86.1777
PRQ57059,4280,4003.7,4.0,2.92386
PRQ60551,2472,2195.7,1.12452,1.49883
PRQ57749,2220,1943.7,5.0,7.52833
PRQ58435,3259,2982.7,58.0,56.9084
PRQ57767,1446,1169.7,11.0,27.5218
PRQ55563,2017,1740.7,13.0,21.8563
PRQ56480,3024,2747.7,15.0,15.9764
PRQ58605,3029,2752.7,5.0,5.31581
PRQ54483,3247,2970.7,78.2568,77.0942
PRQ58932,1807,1530.7,11.0,21.031
PRQ58554,1642,1365.7,10.0,21.429
PRQ60741,5617,5340.7,99.0,54.2494
PRQ59938,2084,1807.7,1.0,1.61894
PRQ60534,1762,1485.7,24.0,47.2757
PRQ54912,1311,1034.7,2.0,5.65684
