target_id,length,eff_length,est_counts,tpm
BGIOSGA011659-TA,1770,1485.99,17.0,1.96932
BGIOSGA029593-TA,1893,1608.99,155.0,16.5829
BGIOSGA029906-TA,1416,1131.99,12.0,1.82483
BGIOSGA001317-TA,828,544.158,27.0,8.54124
BGIOSGA017996-TA,1728,1443.99,104.0,12.398
BGIOSGA000169-TA,534,251.148,1.0,0.685414
BGIOSGA029174-TA,1158,873.987,126.0,24.8169
BGIOSGA030052-TA,3531,3246.99,14.0,0.742215
BGIOSGA021325-TA,1545,1260.99,29.0,3.95886
BGIOSGA018011-TA,669,385.29,1.0,0.44678
BGIOSGA002801-TA,1608,1323.99,7.0,0.910116
BGIOSGA013573-TA,1053,768.987,18.0,4.02936
BGIOSGA005314-TA,261,56.2369,18.0,55.0976
BGIOSGA036756-TA,966,681.987,5.0,1.26205
BGIOSGA028991-TA,426,149.078,7.0,8.08289
BGIOSGA008967-TA,3045,2760.99,21.0,1.30929
BGIOSGA008904-TA,1281,996.987,40.0,6.90642
BGIOSGA036743-TA,675,391.29,57.3647,25.2364
BGIOSGA001054-TA,744,460.209,278.0,103.985
BGIOSGA031597-TA,813,529.158,12.0,3.90371
BGIOSGA017253-TA,882,598.049,31.0,8.92292
BGIOSGA011478-TA,1644,1359.99,313.0,39.6179
BGIOSGA020453-TA,1860,1575.99,6.0,0.655361
BGIOSGA012617-TA,564,280.807,340.0,208.427
BGIOSGA024548-TA,2055,1770.99,5.0,0.486001
BGIOSGA012069-TA,2934,2649.99,41.0,2.66331
BGIOSGA036929-TA,1095,810.987,17.0,3.60842
BGIOSGA025635-TA,3249,2964.99,82.0,4.76073
BGIOSGA013356-TA,810,526.158,3.0,0.981493
BGIOSGA024671-TA,1968,1683.99,27.0,2.75999
BGIOSGA015338-TA,609,325.361,97.0,51.3202
BGIOSGA026582-TA,924,639.987,1.0,0.268975
BGIOSGA034831-TA,1833,1548.99,4.48982,0.498957
BGIOSGA029702-TA,1242,957.987,1.0,0.179689
BGIOSGA012747-TA,516,233.293,3.0,2.21361
BGIOSGA034934-TA,1257,972.987,378.0,66.8755
BGIOSGA004297-TA,438,159.706,14.0,15.09
BGIOSGA031038-TA,1032,747.987,3.0,0.690414
BGIOSGA004794-TA,1284,999.987,8.0,1.37714
BGIOSGA036344-TA,2031,1746.99,79.0,7.7843
BGIOSGA028838-TA,564,280.807,96.0,58.8499
BGIOSGA032771-TA,5307,5022.99,384.0,13.1599
BGIOSGA033147-TA,1446,1161.99,1.0,0.148143
BGIOSGA020994-TA,2136,1851.99,231.0,21.4712
BGIOSGA030668-TA,810,526.158,23.0,7.52478
BGIOSGA015553-TA,3024,2739.99,204.0,12.8163
BGIOSGA021922-TA,831,547.049,168.0,52.8646
BGIOSGA012630-TA,7644,7359.99,33.0,0.771825
BGIOSGA030695-TA,1305,1020.99,3.0,0.505805
BGIOSGA013993-TA,786,502.209,46.0,15.7672
BGIOSGA015205-TA,1188,903.987,83.0,15.8051
BGIOSGA033671-TA,348,91.3985,6.0,11.3004
BGIOSGA016279-TA,3051,2766.99,755.0,46.9702
BGIOSGA001035-TA,999,714.987,57.0,13.7233
BGIOSGA006781-TA,1428,1143.99,24.0,3.61137
BGIOSGA009088-TA,1761,1476.99,134.0,15.6175
BGIOSGA033818-TA,321,76.8077,157.0,351.866
BGIOSGA027477-TA,2658,2373.99,1.0,0.072511
BGIOSGA036769-TA,1725,1440.99,329.26,39.3334
BGIOSGA020768-TA,1464,1179.99,13.0,1.89648
BGIOSGA004032-TA,1407,1122.99,11.0,1.68617
BGIOSGA011521-TA,2760,2475.99,97.0,6.74381
BGIOSGA002543-TA,1878,1593.99,222.0,23.9745
BGIOSGA014738-TA,834,550.049,39.0,12.2052
BGIOSGA030115-TA,2700,2415.99,62.0,4.41753
BGIOSGA032409-TA,747,463.209,19.0,7.06087
BGIOSGA011545-TA,1917,1632.99,162.0,17.0771
BGIOSGA023506-TA,738,454.209,6.79054,2.57354
BGIOSGA017447-TA,1296,1011.99,5.0,0.850506
BGIOSGA037378-TA,1794,1509.99,2.0,0.228002
BGIOSGA010822-TA,3363,3078.99,469.0,26.2209
BGIOSGA036411-TA,1437,1152.99,87.0,12.989
BGIOSGA021744-TA,387,117.967,15.0,21.8883
BGIOSGA020806-TA,1017,732.987,1.0,0.234848
BGIOSGA018808-TA,1608,1323.99,116.0,15.0819
BGIOSGA009238-TA,792,508.209,41.0,13.8875
BGIOSGA034996-TA,1293,1008.99,19.0,3.24153
BGIOSGA017022-TA,273,59.0596,59.0,171.966
BGIOSGA025443-TA,1473,1188.99,2.0,0.289558
BGIOSGA026374-TA,306,70.0943,40.0,98.2334
BGIOSGA026574-TA,975,690.987,127.0,31.6385
BGIOSGA011981-TA,1542,1257.99,199.0,27.2307
BGIOSGA023438-TA,435,157.064,2.0,2.19198
BGIOSGA000287-TA,5577,5292.99,114.255,3.71583
BGIOSGA019471-TA,240,51.0848,26.0,87.6121
BGIOSGA030887-TA,1362,1077.99,2.0,0.319373
BGIOSGA036177-TA,2313,2028.99,1.0,0.0848404
BGIOSGA037852-TA,792,508.209,3.0,1.01616
BGIOSGA008012-TA,1206,921.987,222.0,41.4487
BGIOSGA005804-TA,768,484.209,35.0879,12.474
BGIOSGA035129-TA,1641,1356.99,2.0,0.253709
BGIOSGA014807-TA,276,59.7411,174.0,501.37
BGIOSGA028154-TA,1896,1611.99,22.0,2.34933
BGIOSGA008376-TA,1500,1215.99,3.0,0.424692
BGIOSGA001349-TA,1332,1047.99,1.0,0.164258
BGIOSGA016963-TA,1737,1452.99,9.0,1.06626
BGIOSGA007204-TA,1089,804.987,21.0,4.49069
BGIOSGA017292-TA,1137,852.987,325.0,65.5878
BGIOSGA004150-TA,1653,1368.99,502.915,63.2379
BGIOSGA001229-TA,4332,4047.99,228.0,9.69567
BGIOSGA027684-TA,426,149.078,31.0,35.7956
BGIOSGA035833-TA,1005,720.987,9.0,2.14881
BGIOSGA028245-TA,1155,870.987,91.0,17.9851
BGIOSGA025507-TA,522,239.222,2.0,1.43916
BGIOSGA001151-TA,1014,729.987,1.0,0.235813
BGIOSGA011678-TA,1284,999.987,23.0,3.95928
BGIOSGA011603-TA,981,696.987,292.425,72.2224
BGIOSGA026891-TA,219,46.1081,51.0,190.404
BGIOSGA016256-TA,2844,2559.99,91.0,6.11907
BGIOSGA032811-TA,1482,1197.99,38.0,5.46026
BGIOSGA003012-TA,5859,5574.99,538.0,16.6119
BGIOSGA017955-TA,5409,5124.99,121.314,4.07475
BGIOSGA028753-TA,249,52.878,1.0,3.25542
BGIOSGA002397-TA,762,478.209,572.0,205.902
BGIOSGA001814-TA,693,409.251,1.0,0.420622
BGIOSGA005462-TA,2079,1794.99,79.0,7.57614
BGIOSGA004193-TA,492,210.022,2.0,1.63926
BGIOSGA024253-TA,651,367.328,15.0,7.02941
BGIOSGA019891-TA,1059,774.987,60.0,13.3272
BGIOSGA028970-TA,2559,2274.99,614.8,46.5197
BGIOSGA008325-TA,330,81.2182,1.0,2.11948
BGIOSGA017032-TA,1644,1359.99,6.0,0.759449
BGIOSGA019796-TA,1566,1281.99,7.0,0.939932
BGIOSGA029066-TA,504,221.544,3.0,2.331
BGIOSGA002724-TA,1989,1704.99,19.0,1.91829
BGIOSGA033598-TA,2931,2646.99,2.0,0.130065
BGIOSGA026898-TA,2394,2109.99,50.0,4.07918
BGIOSGA027484-TA,1215,930.987,13.0,2.40371
BGIOSGA031875-TA,555,271.862,1.0,0.633188
BGIOSGA005912-TA,1236,951.987,32.0,5.7863
BGIOSGA006504-TA,651,367.328,2592.0,1214.68
BGIOSGA009896-TA,1524,1239.99,46.0,6.38591
BGIOSGA002694-TA,1665,1380.99,23.0,2.86695
BGIOSGA024834-TA,639,355.328,29.0,14.0492
BGIOSGA021310-TA,231,49.0021,36.0,126.465
BGIOSGA001522-TA,3648,3363.99,10.2691,0.525485
BGIOSGA025967-TA,2016,1731.99,156.0,15.5047
BGIOSGA013429-TA,783,499.209,576.0,198.619
BGIOSGA013815-TA,633,349.328,121.0,59.6257
BGIOSGA009667-TA,3780,3495.99,217.265,10.698
BGIOSGA024666-TA,1689,1404.99,68.0,8.33142
BGIOSGA012071-TA,2463,2178.99,11.0,0.869001
BGIOSGA018784-TA,2289,2004.99,9.0,0.772704
BGIOSGA018850-TA,1125,840.987,2.0,0.409377
BGIOSGA000259-TA,792,508.209,12.0,4.06463
BGIOSGA024903-TA,1215,930.987,9.0,1.66411
BGIOSGA013920-TA,2352,2067.99,75.0,6.24303
BGIOSGA013307-TA,1254,969.987,19.0,3.37186
BGIOSGA028863-TA,1305,1020.99,77.0,12.9823
BGIOSGA033540-TA,3135,2850.99,64.0,3.86426
BGIOSGA032931-TA,1977,1692.99,4.0,0.406713
BGIOSGA030081-TA,921,636.987,3.0,0.810724
BGIOSGA032857-TA,981,696.987,4.0,0.987911
BGIOSGA036961-TA,315,73.9281,3.0,6.98544
BGIOSGA009959-TA,1446,1161.99,18.0,2.66657
BGIOSGA033847-TA,999,714.987,153.0,36.8363
BGIOSGA015308-TA,825,541.158,7.0,2.22667
BGIOSGA015799-TA,1005,720.987,1.0,0.238756
BGIOSGA029518-TA,2109,1824.99,71.0,6.69701
BGIOSGA002592-TA,1746,1461.99,8.0,0.941952
BGIOSGA035306-TA,921,636.987,36.0,9.72869
BGIOSGA007026-TA,393,122.626,21.0,29.4795
BGIOSGA022348-TA,1107,822.987,53.0,11.0858
BGIOSGA024766-TA,912,627.987,74.0,20.2845
BGIOSGA022977-TA,2691,2406.99,4.0,0.286067
BGIOSGA014751-TA,1179,894.987,1.0,0.192338
BGIOSGA016846-TA,1173,888.987,146.0,28.2709
BGIOSGA006536-TA,1500,1215.99,34.8754,4.9371
BGIOSGA031138-TA,2310,2025.99,8.0,0.679729
BGIOSGA027982-TA,885,601.049,1.0,0.2864
BGIOSGA018772-TA,1242,957.987,71.0,12.758
BGIOSGA029757-TA,957,672.987,570.0,145.798
BGIOSGA013779-TA,195,40.5234,59.0,250.627
BGIOSGA020777-TA,1281,996.987,17.0,2.93523
BGIOSGA016258-TA,405,131.718,3.0,3.92064
BGIOSGA022893-TA,831,547.049,6.0,1.88802
BGIOSGA017626-TA,555,271.862,17.0,10.7642
BGIOSGA002775-TA,1287,1002.99,4.0,0.68651
BGIOSGA026270-TA,2442,2157.99,5.0,0.398844
BGIOSGA002896-TA,609,325.361,12.0,6.34888
BGIOSGA033727-TA,945,660.987,21.0,5.46901
BGIOSGA011046-TA,396,124.942,0.746326,1.02826
BGIOSGA013005-TA,183,37.4473,4.41836,20.3106
BGIOSGA013566-TA,471,190.147,45.0,40.7385
BGIOSGA007215-TA,2259,1974.99,61.0,5.31677
BGIOSGA023300-TA,1584,1299.99,10.0,1.32417
BGIOSGA004756-TA,2250,1965.99,9.0,0.788032
BGIOSGA035831-TA,2526,2241.99,135.0,10.3653
BGIOSGA030921-TA,990,705.987,3.0,0.731487
BGIOSGA003768-TA,186,38.1444,86.0,388.105
BGIOSGA023713-TA,2367,2082.99,51.0,4.21469
BGIOSGA020263-TA,843,559.049,130.0,40.0291
BGIOSGA016114-TA,2589,2304.99,34.0,2.53917
BGIOSGA035641-TA,1080,795.987,243.0,52.5512
BGIOSGA030202-TA,1044,759.987,5.0,1.13252
BGIOSGA023858-TA,753,469.209,119.0,43.6578
BGIOSGA002961-TA,2340,2055.99,9.0,0.753537
BGIOSGA002410-TA,3102,2817.99,35.0,2.13802
BGIOSGA016610-TA,1560,1275.99,22.0,2.96796
BGIOSGA025172-TA,3759,3474.99,349.0,17.2884
BGIOSGA029041-TA,1116,831.987,3.0,0.620707
BGIOSGA007400-TA,1338,1053.99,61.0,9.96269
BGIOSGA008898-TA,3411,3126.99,133.0,7.32163
BGIOSGA037059-TA,2019,1734.99,32.0,3.17494
BGIOSGA026019-TA,246,52.2714,1.0,3.2932
BGIOSGA009569-TA,948,663.987,17.0,4.40729
BGIOSGA036599-TA,822,538.158,3.0,0.959608
BGIOSGA000111-TA,1266,981.987,22.0,3.85655
BGIOSGA023589-TA,516,233.293,3.0,2.21361
BGIOSGA000216-TA,525,242.222,2.0,1.42134
BGIOSGA012790-TA,1005,720.987,54.0,12.8928
BGIOSGA011066-TA,1983,1698.99,105.0,10.6385
BGIOSGA014274-TA,264,56.7738,63.113,191.361
BGIOSGA001320-TA,261,56.2369,4.0,12.2439
BGIOSGA007130-TA,2805,2520.99,22.0,1.50222
BGIOSGA018909-TA,1023,738.987,19.0,4.42587
BGIOSGA021924-TA,1023,738.987,118.884,27.6929
BGIOSGA019255-TA,3333,3048.99,8.0,0.451665
BGIOSGA026732-TA,1572,1287.99,314.0,41.9663
BGIOSGA005375-TA,1908,1623.99,339.0,35.9335
BGIOSGA017670-TA,849,565.049,7.0,2.13253
BGIOSGA000759-TA,819,535.158,5.0,1.60831
BGIOSGA030777-TA,3168,2883.99,464.0,27.6953
BGIOSGA029218-TA,1098,813.987,181.114,38.3016
BGIOSGA029977-TA,2268,1983.99,4.0,0.347059
BGIOSGA009273-TA,1392,1107.99,202.0,31.3833
BGIOSGA033356-TA,702,418.209,417.0,171.642
BGIOSGA017406-TA,666,382.29,3.0,1.35086
BGIOSGA021195-TA,1659,1374.99,3.0,0.375582
BGIOSGA021526-TA,2271,1986.99,90.0,7.79704
BGIOSGA018290-TA,1728,1443.99,1.0,0.119212
BGIOSGA016900-TA,414,138.894,6.0,7.4362
BGIOSGA006646-TA,1170,885.987,5.0,0.97146
BGIOSGA029772-TA,522,239.222,141.0,101.461
BGIOSGA029310-TA,3798,3513.99,15.0,0.734807
BGIOSGA035785-TA,702,418.209,59.0,24.2851
BGIOSGA031077-TA,1239,954.987,149.0,26.8578
BGIOSGA006529-TA,657,373.328,2.0,0.922192
BGIOSGA009653-TA,474,192.992,14.5062,12.9389
BGIOSGA023602-TA,1158,873.987,24.0,4.72703
BGIOSGA010124-TA,1083,798.987,10.0,2.15448
BGIOSGA014273-TA,444,165.107,7.14094,7.44513
BGIOSGA001222-TA,1407,1122.99,1.0,0.153288
BGIOSGA033680-TA,306,70.0943,2.0,4.91167
BGIOSGA012002-TA,378,111.441,18.0,27.8041
BGIOSGA030467-TA,1467,1182.99,7.0,1.01859
BGIOSGA018273-TA,390,120.433,2.0,2.8587
BGIOSGA033298-TA,933,648.987,320.0,84.8782
BGIOSGA028276-TA,750,466.209,6.0,2.2154
BGIOSGA037837-TA,393,122.626,2.0,2.80757
BGIOSGA016787-TA,2139,1854.99,15.0,1.39198
BGIOSGA022935-TA,5151,4866.99,10.0,0.353689
BGIOSGA031521-TA,360,99.1516,90.0,156.252
BGIOSGA009473-TA,318,75.1966,2.0,4.5784
BGIOSGA022233-TA,519,236.27,20.0,14.5715
BGIOSGA026507-TA,633,349.328,22.6557,11.1642
BGIOSGA035467-TA,2220,1935.99,7.7681,0.690708
BGIOSGA009672-TA,4053,3768.99,9.56141,0.436696
BGIOSGA035907-TA,2445,2160.99,154.0,12.2673
BGIOSGA036001-TA,390,120.433,3.35292,4.79249
BGIOSGA011386-TA,930,645.987,12.0,3.19772
BGIOSGA007723-TA,903,619.049,159.0,44.2134
BGIOSGA024066-TA,2151,1866.99,71.0,6.54635
BGIOSGA012836-TA,1767,1482.99,1101.81,127.894
BGIOSGA034650-TA,663,379.328,14.0,6.35324
BGIOSGA010969-TA,780,496.209,67.0,23.243
BGIOSGA036714-TA,993,708.987,44.0,10.6831
BGIOSGA022559-TA,966,681.987,15.0,3.78615
BGIOSGA020781-TA,558,274.862,6.0,3.75766
BGIOSGA010785-TA,696,412.251,30.0,12.5268
BGIOSGA022197-TA,2301,2016.99,14.0,1.19483
BGIOSGA022041-TA,2163,1878.99,3.0,0.27484
BGIOSGA022423-TA,1623,1338.99,39.0,5.01384
BGIOSGA007051-TA,1293,1008.99,15.0,2.5591
BGIOSGA029533-TA,1242,957.987,1531.0,275.105
BGIOSGA035578-TA,2919,2634.99,54.0,3.52775
BGIOSGA021574-TA,1857,1572.99,180.0,19.6983
BGIOSGA001108-TA,1215,930.987,46.0,8.50543
BGIOSGA007824-TA,1740,1455.99,13.0,1.53698
BGIOSGA025755-TA,426,149.078,8.0,9.23758
BGIOSGA007100-TA,1044,759.987,3.0,0.679512
BGIOSGA017981-TA,870,586.049,18.0,5.28714
BGIOSGA036883-TA,357,96.9677,56.1581,99.6936
BGIOSGA022536-TA,1092,807.987,21.0,4.47401
BGIOSGA012134-TA,792,508.209,73.0,24.7265
BGIOSGA004895-TA,1416,1131.99,19.1163,2.90699
BGIOSGA023554-TA,1692,1407.99,2.0,0.24452
BGIOSGA011034-TA,1086,801.987,254.0,54.5191
BGIOSGA013758-TA,588,304.455,48.0,27.1394
BGIOSGA021372-TA,1917,1632.99,9.0,0.948729
BGIOSGA007370-TA,285,62.4561,75.2121,207.298
BGIOSGA027456-TA,783,499.209,63.0,21.724
BGIOSGA003086-TA,1011,726.987,12.1881,2.88596
BGIOSGA003802-TA,2097,1812.99,19.0,1.80402
BGIOSGA012208-TA,387,117.967,115.0,167.811
BGIOSGA003264-TA,1590,1305.99,98.0,12.9172
BGIOSGA035842-TA,3504,3219.99,198.0,10.5851
BGIOSGA001020-TA,1119,834.987,28.0,5.77246
BGIOSGA015693-TA,924,639.987,2.0,0.537949
BGIOSGA004270-TA,471,190.147,3.0,2.7159
BGIOSGA031213-TA,1599,1314.99,1.0,0.130906
BGIOSGA023146-TA,495,212.937,101.0,81.6493
BGIOSGA031494-TA,1764,1479.99,177.0,20.5872
BGIOSGA015972-TA,885,601.049,139.0,39.8095
BGIOSGA001749-TA,795,511.209,35.0,11.7856
BGIOSGA014405-TA,2841,2556.99,1.0,0.0673215
BGIOSGA029651-TA,426,149.078,76.0,87.757
BGIOSGA027049-TA,1473,1188.99,17.0,2.46124
BGIOSGA002523-TA,354,95.2971,1.0,1.80635
BGIOSGA017714-TA,2742,2457.99,30.0,2.10099
BGIOSGA036535-TA,1665,1380.99,1.0,0.12465
BGIOSGA017225-TA,2196,1911.99,152.0,13.6849
BGIOSGA005369-TA,1359,1074.99,40.0,6.40529
BGIOSGA006276-TA,1098,813.987,484.0,102.355
BGIOSGA014245-TA,3810,3525.99,7.0,0.341743
BGIOSGA026345-TA,981,696.987,10.0,2.46978
BGIOSGA004933-TA,1044,759.987,43.0,9.73968
BGIOSGA025386-TA,3825,3540.99,55.0,2.67375
BGIOSGA022580-TA,1605,1320.99,5.0,0.651559
BGIOSGA015943-TA,1848,1563.99,43.0,4.73279
BGIOSGA033623-TA,1014,729.987,2.0,0.471625
BGIOSGA022680-TA,300,67.8774,28.0,71.0093
BGIOSGA030307-TA,963,678.987,6.0,1.52115
BGIOSGA014504-TA,1860,1575.99,141.0,15.401
BGIOSGA009948-TA,447,167.835,52.0,53.334
BGIOSGA013436-TA,486,204.292,18.0,15.1671
BGIOSGA036804-TA,969,684.987,142.704,35.8621
BGIOSGA033134-TA,951,666.987,234.449,60.5081
BGIOSGA023560-TA,1098,813.987,132.0,27.9151
BGIOSGA037873-TA,1419,1134.99,1.0,0.151667
BGIOSGA035376-TA,1338,1053.99,110.0,17.9655
BGIOSGA001269-TA,1599,1314.99,160.816,21.0519
BGIOSGA037790-TA,1425,1140.99,25.0,3.77174
BGIOSGA004448-TA,1950,1665.99,74.0,7.64614
BGIOSGA008404-TA,408,134.128,14.0,17.9677
BGIOSGA036576-TA,1338,1053.99,143.0,23.3552
BGIOSGA003683-TA,519,236.27,16.3319,11.899
BGIOSGA006977-TA,2334,2049.99,2.0,0.167943
BGIOSGA030236-TA,1095,810.987,1.0,0.21226
BGIOSGA008206-TA,393,122.626,123.0,172.666
BGIOSGA023043-TA,756,472.209,85.0,30.9861
BGIOSGA011626-TA,987,702.987,138.0,33.792
BGIOSGA027546-TA,612,328.361,1.0,0.52424
BGIOSGA020087-TA,990,705.987,32.0,7.80253
BGIOSGA012144-TA,408,134.128,12.0,15.4009
BGIOSGA029456-TA,1197,912.987,21.0,3.95947
BGIOSGA018883-TA,936,651.987,1.0,0.264024
BGIOSGA006431-TA,1449,1164.99,40.0,5.91046
BGIOSGA014561-TA,2580,2295.99,221.0,16.5693
BGIOSGA008795-TA,474,192.992,76.0,67.7885
BGIOSGA011837-TA,768,484.209,59.0,20.9749
BGIOSGA023884-TA,867,583.049,24.0,7.08579
BGIOSGA010897-TA,2007,1722.99,7.0,0.699356
BGIOSGA035283-TA,2580,2295.99,2.0,0.149949
BGIOSGA032377-TA,1458,1173.99,1192.0,174.781
BGIOSGA002819-TA,2691,2406.99,43.0,3.07522
BGIOSGA003862-TA,801,517.158,269.0,89.5388
BGIOSGA004494-TA,1902,1617.99,32.0,3.40453
BGIOSGA023156-TA,1818,1533.99,1.0,0.112217
BGIOSGA014475-TA,2817,2532.99,72.0,4.89307
BGIOSGA012742-TA,1815,1530.99,39.0,4.38506
BGIOSGA003291-TA,630,346.328,16.494,8.19825
BGIOSGA000495-TA,462,181.652,25.0,23.6909
BGIOSGA034801-TA,1524,1239.99,2.0,0.277648
BGIOSGA016311-TA,1341,1056.99,54.0,8.7944
BGIOSGA025538-TA,492,210.022,83.0,68.0293
BGIOSGA008050-TA,501,218.699,18.0,14.168
BGIOSGA032999-TA,1668,1383.99,2.0,0.24876
BGIOSGA010596-TA,1413,1128.99,113.0,17.2295
BGIOSGA009432-TA,162,31.1485,5.0,27.6321
BGIOSGA025641-TA,834,550.049,59.0,18.4643
BGIOSGA008815-TA,1278,993.987,68.0,11.7763
BGIOSGA028118-TA,570,286.778,1.0,0.600255
BGIOSGA012235-TA,1197,912.987,46.0,8.67312
BGIOSGA011245-TA,1881,1596.99,41.0,4.41941
BGIOSGA014886-TA,2364,2079.99,2131.0,176.362
BGIOSGA025064-TA,3237,2952.99,3.0,0.174881
BGIOSGA025958-TA,696,412.251,30.0,12.5268
BGIOSGA011057-TA,855,571.049,13.0,3.91879
BGIOSGA007249-TA,1638,1353.99,4.0,0.508543
BGIOSGA014394-TA,3969,3684.99,172.0,8.03479
BGIOSGA009515-TA,492,210.022,24.0425,19.7059
BGIOSGA032130-TA,1311,1026.99,14.0,2.34663
BGIOSGA015616-TA,219,46.1081,5.0,18.667
BGIOSGA025213-TA,2208,1923.99,120.0,10.7365
BGIOSGA033560-TA,3438,3153.99,40.0,2.18314
BGIOSGA034091-TA,915,630.987,177.0,48.2876
BGIOSGA025928-TA,1101,816.987,3.0,0.632104
BGIOSGA027774-TA,1200,915.987,62.0,11.6516
BGIOSGA026768-TA,273,59.0596,1.0,2.91469
BGIOSGA001007-TA,834,550.049,3.0,0.938863
BGIOSGA026334-TA,906,622.049,8.0,2.21385
BGIOSGA005196-TA,1596,1311.99,235.0,30.8333
BGIOSGA013067-TA,1986,1701.99,45.0,4.55133
BGIOSGA014157-TA,1350,1065.99,9.0,1.45336
