target_id	length	eff_length	est_counts	tpm
BGIOSGA020421-TA	816	532.158	68	21.9963
BGIOSGA001447-TA	402	129.455	1	1.32973
BGIOSGA037003-TA	1260	975.987	0.5	0.0881877
BGIOSGA036737-TA	1242	957.987	49.431	8.88224
BGIOSGA010543-TA	477	195.874	394	346.259
BGIOSGA035696-TA	2658	2373.99	1854	134.435
BGIOSGA033669-TA	504	221.544	0	0
BGIOSGA031970-TA	1500	1215.99	15	2.12346
BGIOSGA029224-TA	462	181.652	0	0
BGIOSGA033278-TA	495	212.937	48	38.8036
BGIOSGA017413-TA	2820	2535.99	274	18.5988
BGIOSGA018943-TA	243	51.4041	0	0
BGIOSGA002879-TA	1302	1017.99	9	1.52189
BGIOSGA000156-TA	1269	984.987	0	0
BGIOSGA031836-TA	648	364.328	0	0
BGIOSGA014498-TA	1203	918.987	47	8.80381
BGIOSGA012352-TA	3111	2826.99	68	4.14064
BGIOSGA034518-TA	1524	1239.99	1	0.138824
BGIOSGA021834-TA	432	154.465	1.33187	1.48428
BGIOSGA027610-TA	429	151.876	0	0
BGIOSGA001166-TA	414	138.894	0	0
BGIOSGA018443-TA	327	79.7029	0	0
BGIOSGA037575-TA	342	87.9258	39.8144	77.9481
BGIOSGA026550-TA	417	141.528	0	0
BGIOSGA017799-TA	312	72.7162	29	68.6513
BGIOSGA012561-TA	321	76.8077	0	0
BGIOSGA012665-TA	429	151.876	44.8396	50.8225
BGIOSGA012251-TA	1362	1077.99	28	4.47123
BGIOSGA011659-TA	1770	1485.99	17	1.96932
BGIOSGA029593-TA	1893	1608.99	155	16.5829
BGIOSGA036380-TA	672	388.29	0	0
BGIOSGA029906-TA	1416	1131.99	12	1.82483
BGIOSGA001317-TA	828	544.158	27	8.54124
BGIOSGA007264-TA	3123	2838.99	0	0
BGIOSGA017996-TA	1728	1443.99	104	12.398
BGIOSGA000697-TA	2022	1737.99	0	0
BGIOSGA000169-TA	534	251.148	1	0.685414
BGIOSGA029174-TA	1158	873.987	126	24.8169
BGIOSGA001613-TA	360	99.1516	0	0
BGIOSGA030052-TA	3531	3246.99	14	0.742215
BGIOSGA008828-TA	2355	2070.99	0	0
BGIOSGA021325-TA	1545	1260.99	29	3.95886
BGIOSGA018011-TA	669	385.29	1	0.44678
BGIOSGA002801-TA	1608	1323.99	7	0.910116
BGIOSGA013573-TA	1053	768.987	18	4.02936
BGIOSGA003640-TA	1269	984.987	0	0
BGIOSGA005314-TA	261	56.2369	18	55.0976
BGIOSGA012115-TA	585	301.546	0	0
BGIOSGA036756-TA	966	681.987	5	1.26205
BGIOSGA030762-TA	1254	969.987	0	0
BGIOSGA027121-TA	234	49.6407	0	0
BGIOSGA019775-TA	1182	897.987	0	0
BGIOSGA032261-TA	624	340.328	0	0
BGIOSGA017326-TA	1629	1344.99	0	0
BGIOSGA030469-TA	1365	1080.99	0	0
BGIOSGA028991-TA	426	149.078	7	8.08289
BGIOSGA008967-TA	3045	2760.99	21	1.30929
BGIOSGA008904-TA	1281	996.987	40	6.90642
BGIOSGA000471-TA	228	48.4907	0	0
BGIOSGA019542-TA	243	51.4041	0	0
BGIOSGA017527-TA	312	72.7162	0	0
BGIOSGA036743-TA	675	391.29	57.3647	25.2364
BGIOSGA001054-TA	744	460.209	278	103.985
BGIOSGA031597-TA	813	529.158	12	3.90371
BGIOSGA028062-TA	498	215.786	0	0
BGIOSGA015236-TA	471	190.147	0	0
BGIOSGA017253-TA	882	598.049	31	8.92292
BGIOSGA006964-TA	579	295.546	0	0
BGIOSGA011478-TA	1644	1359.99	313	39.6179
BGIOSGA020453-TA	1860	1575.99	6	0.655361
BGIOSGA012617-TA	564	280.807	340	208.427
BGIOSGA037329-TA	339	86.1532	0	0
BGIOSGA024548-TA	2055	1770.99	5	0.486001
BGIOSGA012069-TA	2934	2649.99	41	2.66331
BGIOSGA029157-TA	729	445.209	0	0
BGIOSGA024874-TA	2052	1767.99	0	0
BGIOSGA012393-TA	453	173.194	0	0
BGIOSGA024470-TA	708	424.209	0	0
BGIOSGA036929-TA	1095	810.987	17	3.60842
BGIOSGA025635-TA	3249	2964.99	82	4.76073
BGIOSGA034470-TA	411	136.515	0	0
BGIOSGA013356-TA	810	526.158	3	0.981493
BGIOSGA029968-TA	1227	942.987	0	0
BGIOSGA024671-TA	1968	1683.99	27	2.75999
BGIOSGA015338-TA	609	325.361	97	51.3202
BGIOSGA018136-TA	501	218.699	0	0
BGIOSGA026582-TA	924	639.987	1	0.268975
BGIOSGA008870-TA	1989	1704.99	0	0
BGIOSGA001098-TA	663	379.328	0	0
BGIOSGA019513-TA	1320	1035.99	0	0
BGIOSGA034831-TA	1833	1548.99	4.48982	0.498957
BGIOSGA029702-TA	1242	957.987	1	0.179689
BGIOSGA012747-TA	516	233.293	3	2.21361
BGIOSGA034934-TA	1257	972.987	378	66.8755
BGIOSGA017283-TA	381	113.564	0	0
BGIOSGA021498-TA	219	46.1081	0	0
BGIOSGA004297-TA	438	159.706	14	15.09
BGIOSGA031038-TA	1032	747.987	3	0.690414
BGIOSGA004794-TA	1284	999.987	8	1.37714
BGIOSGA036344-TA	2031	1746.99	79	7.7843
BGIOSGA030382-TA	450	170.456	0	0
BGIOSGA005498-TA	339	86.1532	0	0
BGIOSGA000210-TA	717	433.209	0	0
BGIOSGA028838-TA	564	280.807	96	58.8499
BGIOSGA032771-TA	5307	5022.99	384	13.1599
BGIOSGA033147-TA	1446	1161.99	1	0.148143
BGIOSGA012243-TA	477	195.874	0	0
BGIOSGA036952-TA	963	678.987	0	0
BGIOSGA020994-TA	2136	1851.99	231	21.4712
BGIOSGA030668-TA	810	526.158	23	7.52478
BGIOSGA015553-TA	3024	2739.99	204	12.8163
BGIOSGA021922-TA	831	547.049	168	52.8646
BGIOSGA012630-TA	7644	7359.99	33	0.771825
BGIOSGA030695-TA	1305	1020.99	3	0.505805
BGIOSGA037705-TA	2232	1947.99	0	0
BGIOSGA011621-TA	330	81.2182	0	0
BGIOSGA025461-TA	303	68.9516	0	0
BGIOSGA013993-TA	786	502.209	46	15.7672
BGIOSGA015205-TA	1188	903.987	83	15.8051
BGIOSGA033671-TA	348	91.3985	6	11.3004
BGIOSGA016279-TA	3051	2766.99	755	46.9702
BGIOSGA023747-TA	1812	1527.99	0	0
BGIOSGA001035-TA	999	714.987	57	13.7233
BGIOSGA006781-TA	1428	1143.99	24	3.61137
BGIOSGA009088-TA	1761	1476.99	134	15.6175
BGIOSGA033818-TA	321	76.8077	157	351.866
BGIOSGA027477-TA	2658	2373.99	1	0.072511
BGIOSGA036769-TA	1725	1440.99	329.26	39.3334
BGIOSGA034105-TA	600	316.393	0	0
BGIOSGA020768-TA	1464	1179.99	13	1.89648
BGIOSGA004032-TA	1407	1122.99	11	1.68617
BGIOSGA011521-TA	2760	2475.99	97	6.74381
BGIOSGA002543-TA	1878	1593.99	222	23.9745
BGIOSGA033929-TA	1230	945.987	0	0
BGIOSGA014738-TA	834	550.049	39	12.2052
BGIOSGA030115-TA	2700	2415.99	62	4.41753
BGIOSGA014783-TA	651	367.328	0	0
BGIOSGA032409-TA	747	463.209	19	7.06087
BGIOSGA021460-TA	1917	1632.99	0	0
BGIOSGA029230-TA	396	124.942	0	0
BGIOSGA030446-TA	528	245.222	0	0
BGIOSGA013125-TA	312	72.7162	0	0
BGIOSGA011545-TA	1917	1632.99	162	17.0771
BGIOSGA016481-TA	648	364.328	0	0
BGIOSGA023506-TA	738	454.209	6.79054	2.57354
BGIOSGA017447-TA	1296	1011.99	5	0.850506
BGIOSGA022764-TA	333	82.6014	0	0
BGIOSGA026057-TA	450	170.456	0	0
BGIOSGA037378-TA	1794	1509.99	2	0.228002
BGIOSGA010822-TA	3363	3078.99	469	26.2209
BGIOSGA025174-TA	951	666.987	0	0
BGIOSGA036411-TA	1437	1152.99	87	12.989
BGIOSGA016477-TA	246	52.2714	0	0
BGIOSGA021744-TA	387	117.967	15	21.8883
BGIOSGA012995-TA	507	224.455	0	0
BGIOSGA020806-TA	1017	732.987	1	0.234848
BGIOSGA018808-TA	1608	1323.99	116	15.0819
BGIOSGA009238-TA	792	508.209	41	13.8875
BGIOSGA034996-TA	1293	1008.99	19	3.24153
BGIOSGA017022-TA	273	59.0596	59	171.966
BGIOSGA025443-TA	1473	1188.99	2	0.289558
BGIOSGA022788-TA	339	86.1532	0	0
BGIOSGA031236-TA	168	32.4066	0	0
BGIOSGA027242-TA	594	310.425	0	0
BGIOSGA026374-TA	306	70.0943	40	98.2334
BGIOSGA026574-TA	975	690.987	127	31.6385
BGIOSGA011981-TA	1542	1257.99	199	27.2307
BGIOSGA023438-TA	435	157.064	2	2.19198
BGIOSGA000287-TA	5577	5292.99	114.255	3.71583
BGIOSGA004063-TA	210	44.0154	0	0
BGIOSGA019471-TA	240	51.0848	26	87.6121
BGIOSGA021400-TA	753	469.209	0	0
BGIOSGA030887-TA	1362	1077.99	2	0.319373
BGIOSGA036177-TA	2313	2028.99	1	0.0848404
BGIOSGA037852-TA	792	508.209	3	1.01616
BGIOSGA017108-TA	228	48.4907	0	0
BGIOSGA008012-TA	1206	921.987	222	41.4487
BGIOSGA027083-TA	672	388.29	0	0
BGIOSGA005804-TA	768	484.209	35.0879	12.474
BGIOSGA035129-TA	1641	1356.99	2	0.253709
BGIOSGA021289-TA	249	52.878	0	0
BGIOSGA036012-TA	954	669.987	0	0
BGIOSGA000541-TA	666	382.29	0	0
BGIOSGA000825-TA	1575	1290.99	0	0
BGIOSGA014807-TA	276	59.7411	174	501.37
BGIOSGA010358-TA	1995	1710.99	0	0
BGIOSGA028154-TA	1896	1611.99	22	2.34933
BGIOSGA013295-TA	609	325.361	0	0
BGIOSGA008376-TA	1500	1215.99	3	0.424692
BGIOSGA001349-TA	1332	1047.99	1	0.164258
BGIOSGA016963-TA	1737	1452.99	9	1.06626
BGIOSGA007204-TA	1089	804.987	21	4.49069
BGIOSGA017292-TA	1137	852.987	325	65.5878
BGIOSGA004150-TA	1653	1368.99	502.915	63.2379
BGIOSGA021024-TA	405	131.718	0	0
BGIOSGA001229-TA	4332	4047.99	228	9.69567
BGIOSGA027684-TA	426	149.078	31	35.7956
BGIOSGA035833-TA	1005	720.987	9	2.14881
BGIOSGA036894-TA	477	195.874	0	0
BGIOSGA012812-TA	447	167.835	0	0
BGIOSGA037670-TA	726	442.209	0	0
BGIOSGA028245-TA	1155	870.987	91	17.9851
BGIOSGA024454-TA	1974	1689.99	0	0
BGIOSGA025507-TA	522	239.222	2	1.43916
BGIOSGA025839-TA	1014	729.987	0	0
BGIOSGA017635-TA	384	115.636	0	0
BGIOSGA030231-TA	396	124.942	0	0
BGIOSGA001151-TA	1014	729.987	1	0.235813
BGIOSGA011678-TA	1284	999.987	23	3.95928
BGIOSGA036965-TA	687	403.251	0	0
BGIOSGA011603-TA	981	696.987	292.425	72.2224
BGIOSGA026891-TA	219	46.1081	51	190.404
BGIOSGA019179-TA	552	268.917	0	0
BGIOSGA016256-TA	2844	2559.99	91	6.11907
BGIOSGA018304-TA	1746	1461.99	0	0
BGIOSGA032811-TA	1482	1197.99	38	5.46026
BGIOSGA019297-TA	1452	1167.99	0	0
BGIOSGA001296-TA	240	51.0848	0	0
BGIOSGA035723-TA	915	630.987	0	0
BGIOSGA003012-TA	5859	5574.99	538	16.6119
BGIOSGA017955-TA	5409	5124.99	121.314	4.07475
BGIOSGA003437-TA	465	184.393	0	0
BGIOSGA028753-TA	249	52.878	1	3.25542
BGIOSGA010218-TA	243	51.4041	0	0
BGIOSGA031756-TA	348	91.3985	0	0
BGIOSGA002397-TA	762	478.209	572	205.902
BGIOSGA001814-TA	693	409.251	1	0.420622
BGIOSGA005462-TA	2079	1794.99	79	7.57614
BGIOSGA004193-TA	492	210.022	2	1.63926
BGIOSGA010232-TA	1614	1329.99	0	0
BGIOSGA024253-TA	651	367.328	15	7.02941
BGIOSGA019891-TA	1059	774.987	60	13.3272
BGIOSGA011968-TA	972	687.987	0	0
BGIOSGA024592-TA	2547	2262.99	0	0
BGIOSGA028970-TA	2559	2274.99	614.8	46.5197
BGIOSGA008325-TA	330	81.2182	1	2.11948
BGIOSGA012311-TA	735	451.209	0	0
BGIOSGA034310-TA	2400	2115.99	0	0
BGIOSGA030983-TA	2955	2670.99	0	0
BGIOSGA017032-TA	1644	1359.99	6	0.759449
BGIOSGA023403-TA	792	508.209	0	0
BGIOSGA019796-TA	1566	1281.99	7	0.939932
BGIOSGA029066-TA	504	221.544	3	2.331
BGIOSGA035555-TA	378	111.441	0	0
BGIOSGA002724-TA	1989	1704.99	19	1.91829
BGIOSGA033598-TA	2931	2646.99	2	0.130065
BGIOSGA026912-TA	675	391.29	0	0
BGIOSGA003621-TA	885	601.049	0	0
BGIOSGA026898-TA	2394	2109.99	50	4.07918
BGIOSGA035939-TA	1416	1131.99	0	0
BGIOSGA027484-TA	1215	930.987	13	2.40371
BGIOSGA031875-TA	555	271.862	1	0.633188
BGIOSGA001570-TA	462	181.652	0	0
BGIOSGA000119-TA	1404	1119.99	0	0
BGIOSGA005912-TA	1236	951.987	32	5.7863
BGIOSGA008115-TA	273	59.0596	0	0
BGIOSGA006504-TA	651	367.328	2592	1214.68
BGIOSGA009896-TA	1524	1239.99	46	6.38591
BGIOSGA009861-TA	642	358.328	0	0
BGIOSGA004609-TA	831	547.049	0	0
BGIOSGA002694-TA	1665	1380.99	23	2.86695
BGIOSGA024834-TA	639	355.328	29	14.0492
BGIOSGA001111-TA	543	259.969	0	0
BGIOSGA021310-TA	231	49.0021	36	126.465
BGIOSGA001522-TA	3648	3363.99	10.2691	0.525485
BGIOSGA025967-TA	2016	1731.99	156	15.5047
BGIOSGA013429-TA	783	499.209	576	198.619
BGIOSGA013815-TA	633	349.328	121	59.6257
BGIOSGA009667-TA	3780	3495.99	217.265	10.698
BGIOSGA003116-TA	1839	1554.99	0	0
BGIOSGA001075-TA	276	59.7411	0	0
BGIOSGA014863-TA	243	51.4041	0	0
BGIOSGA024666-TA	1689	1404.99	68	8.33142
BGIOSGA002361-TA	561	277.835	0	0
BGIOSGA008069-TA	384	115.636	0	0
BGIOSGA012071-TA	2463	2178.99	11	0.869001
BGIOSGA018784-TA	2289	2004.99	9	0.772704
BGIOSGA018850-TA	1125	840.987	2	0.409377
BGIOSGA031668-TA	690	406.251	0	0
BGIOSGA000259-TA	792	508.209	12	4.06463
BGIOSGA024903-TA	1215	930.987	9	1.66411
BGIOSGA013920-TA	2352	2067.99	75	6.24303
BGIOSGA022906-TA	198	41.2463	0	0
BGIOSGA013307-TA	1254	969.987	19	3.37186
BGIOSGA028863-TA	1305	1020.99	77	12.9823
BGIOSGA033540-TA	3135	2850.99	64	3.86426
BGIOSGA024264-TA	183	37.4473	0	0
BGIOSGA002408-TA	894	610.049	0	0
BGIOSGA028049-TA	807	523.158	0	0
BGIOSGA032931-TA	1977	1692.99	4	0.406713
BGIOSGA036488-TA	1911	1626.99	0	0
BGIOSGA030081-TA	921	636.987	3	0.810724
BGIOSGA032857-TA	981	696.987	4	0.987911
BGIOSGA036961-TA	315	73.9281	3	6.98544
BGIOSGA003132-TA	1140	855.987	0	0
BGIOSGA033332-TA	552	268.917	0	0
BGIOSGA004047-TA	840	556.049	0	0
BGIOSGA009959-TA	1446	1161.99	18	2.66657
BGIOSGA033847-TA	999	714.987	153	36.8363
BGIOSGA013806-TA	435	157.064	0	0
BGIOSGA029844-TA	1221	936.987	0	0
BGIOSGA015308-TA	825	541.158	7	2.22667
BGIOSGA022189-TA	633	349.328	0	0
BGIOSGA006547-TA	609	325.361	0	0
BGIOSGA015799-TA	1005	720.987	1	0.238756
BGIOSGA029518-TA	2109	1824.99	71	6.69701
BGIOSGA002592-TA	1746	1461.99	8	0.941952
BGIOSGA035306-TA	921	636.987	36	9.72869
BGIOSGA007026-TA	393	122.626	21	29.4795
BGIOSGA022348-TA	1107	822.987	53	11.0858
BGIOSGA024766-TA	912	627.987	74	20.2845
BGIOSGA022977-TA	2691	2406.99	4	0.286067
BGIOSGA022869-TA	276	59.7411	0	0
BGIOSGA020978-TA	1404	1119.99	0	0
BGIOSGA002043-TA	261	56.2369	0	0
BGIOSGA014751-TA	1179	894.987	1	0.192338
BGIOSGA000967-TA	273	59.0596	0	0
BGIOSGA016846-TA	1173	888.987	146	28.2709
BGIOSGA006536-TA	1500	1215.99	34.8754	4.9371
BGIOSGA031138-TA	2310	2025.99	8	0.679729
BGIOSGA027982-TA	885	601.049	1	0.2864
BGIOSGA018772-TA	1242	957.987	71	12.758
BGIOSGA012757-TA	483	201.414	0	0
BGIOSGA029757-TA	957	672.987	570	145.798
BGIOSGA013779-TA	195	40.5234	59	250.627
BGIOSGA020777-TA	1281	996.987	17	2.93523
BGIOSGA016258-TA	405	131.718	3	3.92064
BGIOSGA037472-TA	489	207.127	0	0
BGIOSGA019357-TA	966	681.987	0	0
BGIOSGA033836-TA	297	66.787	0	0
BGIOSGA022893-TA	831	547.049	6	1.88802
BGIOSGA006549-TA	909	624.987	0	0
BGIOSGA006818-TA	1683	1398.99	0	0
BGIOSGA017626-TA	555	271.862	17	10.7642
BGIOSGA002775-TA	1287	1002.99	4	0.68651
BGIOSGA003199-TA	729	445.209	0	0
BGIOSGA026270-TA	2442	2157.99	5	0.398844
BGIOSGA008750-TA	1032	747.987	0	0
BGIOSGA002896-TA	609	325.361	12	6.34888
BGIOSGA028920-TA	402	129.455	0	0
BGIOSGA032137-TA	2406	2121.99	0	0
BGIOSGA033727-TA	945	660.987	21	5.46901
BGIOSGA011046-TA	396	124.942	0.746326	1.02826
BGIOSGA003353-TA	432	154.465	0	0
BGIOSGA013005-TA	183	37.4473	4.41836	20.3106
BGIOSGA013566-TA	471	190.147	45	40.7385
BGIOSGA007215-TA	2259	1974.99	61	5.31677
BGIOSGA011472-TA	1428	1143.99	0	0
BGIOSGA023300-TA	1584	1299.99	10	1.32417
BGIOSGA004756-TA	2250	1965.99	9	0.788032
BGIOSGA035831-TA	2526	2241.99	135	10.3653
BGIOSGA030921-TA	990	705.987	3	0.731487
BGIOSGA003768-TA	186	38.1444	86	388.105
BGIOSGA010277-TA	1401	1116.99	0	0
BGIOSGA023713-TA	2367	2082.99	51	4.21469
BGIOSGA020263-TA	843	559.049	130	40.0291
BGIOSGA016114-TA	2589	2304.99	34	2.53917
BGIOSGA035641-TA	1080	795.987	243	52.5512
BGIOSGA030202-TA	1044	759.987	5	1.13252
BGIOSGA023858-TA	753	469.209	119	43.6578
BGIOSGA005936-TA	1323	1038.99	0	0
BGIOSGA002961-TA	2340	2055.99	9	0.753537
BGIOSGA002410-TA	3102	2817.99	35	2.13802
BGIOSGA035110-TA	909	624.987	0	0
BGIOSGA027068-TA	948	663.987	0	0
BGIOSGA016610-TA	1560	1275.99	22	2.96796
BGIOSGA027792-TA	1341	1056.99	0	0
BGIOSGA029332-TA	894	610.049	0	0
BGIOSGA025172-TA	3759	3474.99	349	17.2884
BGIOSGA029041-TA	1116	831.987	3	0.620707
BGIOSGA007400-TA	1338	1053.99	61	9.96269
BGIOSGA008898-TA	3411	3126.99	133	7.32163
BGIOSGA037059-TA	2019	1734.99	32	3.17494
BGIOSGA022038-TA	681	397.251	0	0
BGIOSGA025938-TA	261	56.2369	0	0
BGIOSGA026019-TA	246	52.2714	1	3.2932
BGIOSGA025895-TA	2754	2469.99	0	0
BGIOSGA028582-TA	363	101.137	0	0
BGIOSGA009569-TA	948	663.987	17	4.40729
BGIOSGA036599-TA	822	538.158	3	0.959608
BGIOSGA000111-TA	1266	981.987	22	3.85655
BGIOSGA023589-TA	516	233.293	3	2.21361
BGIOSGA000216-TA	525	242.222	2	1.42134
BGIOSGA012790-TA	1005	720.987	54	12.8928
BGIOSGA014196-TA	2526	2241.99	0	0
BGIOSGA003821-TA	1263	978.987	0	0
BGIOSGA010185-TA	447	167.835	0	0
BGIOSGA011066-TA	1983	1698.99	105	10.6385
BGIOSGA014274-TA	264	56.7738	63.113	191.361
BGIOSGA001320-TA	261	56.2369	4	12.2439
BGIOSGA008313-TA	1017	732.987	0	0
BGIOSGA007130-TA	2805	2520.99	22	1.50222
BGIOSGA018909-TA	1023	738.987	19	4.42587
BGIOSGA021924-TA	1023	738.987	118.884	27.6929
BGIOSGA019255-TA	3333	3048.99	8	0.451665
BGIOSGA026732-TA	1572	1287.99	314	41.9663
BGIOSGA005375-TA	1908	1623.99	339	35.9335
BGIOSGA017670-TA	849	565.049	7	2.13253
BGIOSGA029862-TA	210	44.0154	0	0
BGIOSGA006936-TA	777	493.209	0	0
BGIOSGA014454-TA	1077	792.987	0	0
BGIOSGA000759-TA	819	535.158	5	1.60831
BGIOSGA030777-TA	3168	2883.99	464	27.6953
BGIOSGA032873-TA	1353	1068.99	0	0
BGIOSGA003847-TA	237	50.0738	0	0
BGIOSGA029218-TA	1098	813.987	181.114	38.3016
BGIOSGA029977-TA	2268	1983.99	4	0.347059
BGIOSGA032065-TA	225	47.752	0	0
BGIOSGA009273-TA	1392	1107.99	202	31.3833
BGIOSGA016067-TA	357	96.9677	0	0
BGIOSGA033356-TA	702	418.209	417	171.642
BGIOSGA017406-TA	666	382.29	3	1.35086
BGIOSGA021195-TA	1659	1374.99	3	0.375582
BGIOSGA021526-TA	2271	1986.99	90	7.79704
BGIOSGA006411-TA	1209	924.987	0	0
BGIOSGA018290-TA	1728	1443.99	1	0.119212
BGIOSGA016900-TA	414	138.894	6	7.4362
BGIOSGA006540-TA	2760	2475.99	0	0
BGIOSGA006646-TA	1170	885.987	5	0.97146
BGIOSGA029772-TA	522	239.222	141	101.461
BGIOSGA029310-TA	3798	3513.99	15	0.734807
BGIOSGA035785-TA	702	418.209	59	24.2851
BGIOSGA031077-TA	1239	954.987	149	26.8578
BGIOSGA006529-TA	657	373.328	2	0.922192
BGIOSGA009653-TA	474	192.992	14.5062	12.9389
BGIOSGA026297-TA	654	370.328	0	0
BGIOSGA037643-TA	588	304.455	0	0
BGIOSGA023602-TA	1158	873.987	24	4.72703
BGIOSGA010124-TA	1083	798.987	10	2.15448
BGIOSGA010677-TA	642	358.328	0	0
